source,rating,text,date,order_type,meal_type,price_per_person,food_rating,service_rating,atmosphere_rating,recommended_dishes,wait_time,user_location,user_reviews,user_elite,feedback_useful,feedback_funny,feedback_cool
Yelp,5.0,The only failure here was I forgot to post photos of my amazing selection yellow curry and papaya salad was fabulous service top notch,2026-04-22T21:00:41Z,,,,,,,,,"CA, CA",56.0,,0.0,0.0,0.0
Yelp,5.0,"I'm really happy that I found Spice Up Thai bc there food is pretty delicious Service is great, they're friendly & the music is pretty eclectic which is fun bc I was presently surprised at what was going to play next. My boyfriend & I have gone twice so far & we absolutely love their: - Orange chicken 5/5 - Pad see ew 5/5 - Tom yum soup 5/5 - Tom Kha 5/5 Yellow chicken curry w veggies 3/5 a little watery for me I thought we had gotten their fried wonton's before & my bf reminded me that we ordered them a diff time from a diff place after I had already ordered them 1/5 not enough stuffing for the amount of fried wonton there is",2024-11-07T22:07:27Z,,,,,,,,,"Los Angeles, CA",69.0,,0.0,0.0,0.0
Yelp,2.0,Walk in & no one is sitting down eating the music is blasting Notorious B.I.G. Walk up to the counter and out comes a man over worked and asked me what I want. Politely tell him I need another two minutes to view the menu. By the way he's also the only one answering phone and running back and forth to the kitchen. I ordered Pad See Ew and Steamed Chicken Dumplings. I have a seat and start noticing that this places is out dated and definitely needs some work. A woman appears from the back and shouts at the man to answer the phone. At first I thought maybe she doesn't speak English since I said hello to her and smiled while she put two drinks at my table I didn't order. She doesn't make eye contact and doesn't say anything back: extremely rude and made me feel awkward. Phone rings again and shouts out to him the phone is ringing and to call the customer back. dumplings 3/5 pad see ew: 3/5 I have been here 3 times and I've had the pad see ew 2 times and I still think they are below average on flavor. I once had the orange chicken and that's incredibly delicious and worth it. The dumplings didn't taste out of this world and I'd never recommend anyone to get them. You lost me as a customer. 06/21/24,2024-06-22T13:17:34Z,,,,,,,,,"San Fernando, CA",559.0,,1.0,0.0,1.0
Yelp,3.0,"Cute little restaurant, neat and clean. Service is fast and courteous but the food itself is mid-range. Authentic, but flavors are ok. I would recommend as a solid pick for a first time Thai experience. White Rice was a bit dry, costs extra We had Pad Thai, Pineapple Fried Rice, Nam ploy? Beef Salad(served with uncooked cabbage leaf quarter chunk) not really recommended), Chkn satay, Yellow Curry.",2023-07-02T13:53:27Z,,,,,,,,,"West Hills, CA",149.0,26.0,0.0,0.0,0.0
Yelp,5.0,"Each visit to this establishment impresses me with its exceptional food, carefully chosen music, and the young owner's dedication to every aspect of the dining experience. 10/10",2025-07-15T03:46:33Z,,,,,,,,,"Los Angeles, CA",57.0,,0.0,0.0,0.0
Yelp,5.0,Visited Spiced Up Thai tonight.....was craving Pad Thai......loved it. Also had their cucumber salad....crunchy and bright with red bell pepper & chopped red onion. The owner is very friendly and nice.. I suggest everyone go and try their Pad Thai,2026-03-02T02:48:30Z,,,,,,,,,"North Hills, Los Angeles, CA",5.0,,0.0,0.0,0.0
Yelp,2.0,"We ordered to go; the food was mediocre. For $70 it was not worth it, we ordered through Yelp and by the time Yelp informed it was ready to be picked up, my husband went and the staff had not even seen the order yet. This restaurant accepts orders by the time they open but do not adhere to customer service. Again, the food was okay.",2026-01-08T19:44:05Z,,,,,,,,,"Panorama City, Los Angeles, CA",13.0,,0.0,0.0,0.0
Yelp,5.0,Very solid pad thai! It's usually the first thing I get when trying a new thai place. My friend let me try the Tom kha soup and the broth was very tasty. I went during lunch time and only 1 persons was working the front. I'm surprised it wasn't busier. Would like like to try it again!,2025-05-26T01:02:44Z,,,,,,,,,"Los Angeles, CA",41.0,,0.0,0.0,0.0
Yelp,5.0,"This is a super great find! Family owed. The food is very fresh, flavorful, delicious and reasonably priced with excellent size servings. I value this place so much I felt urged to write this review believing they so deserve all the support they can get. They are humble and work hard to serve fabulous home cooking.",2025-06-02T01:05:20Z,,,,,,,,,"Encino, Los Angeles, CA",40.0,,0.0,0.0,0.0
Yelp,5.0,I frequent this place for their Thai soup. It's full of flavor and the staff is very friendly.,2025-05-09T12:33:20Z,,,,,,,,,"Los Angeles, CA",15.0,,0.0,0.0,0.0
Yelp,5.0,"Never get deceived by external appearance, how true this is and especially for this place. We were driving from LA to SFO and it was about time for lunch, we looked up for a thai food place nearby and we saw this place was not too far from freeway, so we added a stop. When we came near the restaurant, the place outside didnt look great but as usual I trusted yelp and went inside this place. The service is quick and we ordered grilled veggies and kung pao chicken. I ordered the iced coffee too. Except for the iced coffee which was way too sweet, everything else tasted so good. The veggies were cooked so well with their sauces and tasted delicious. The side of brown rice was also unique and tasted great. We were glad that we decided to stop here and try this place.",2023-08-14T06:05:30Z,,,,,,,,,"Torrance, CA",257.0,26.0,1.0,0.0,1.0
Yelp,5.0,Such great authentic food in a small home style restaurant! Will definitely be back! If you're looking for a Thai spot in the valley this is definitely the place!,2025-06-12T02:12:11Z,,,,,,,,,"Pacific Palisades, CA",38.0,,0.0,0.0,0.0
Yelp,4.0,"Small little hole in the wall in my neighborhood. Food is tasty and came out quick! Pad See Ew with beef 5/5 - well balanced flavor. Papaya salad 4.5/5 - got it in a medium but it's more mild otherwise super greasy and great taste! BBQ pork 5/5 - just the perfect amount of char, juicy and the lime chili dipping sauce is perfect.",2023-12-29T03:19:08Z,,,,,,,,,"Los Angeles, CA",21.0,,0.0,0.0,0.0
Yelp,5.0,I have to tell you I just love this place. I'm partial it's in my neighborhood and I like to support my neighbors. The food I think is great. The service is pretty good and the ambience is OK. It's my neighborhood Thai restaurant and I would go there any day.,2024-02-20T04:44:56Z,,,,,,,,,"Sepulveda Basin, Los Angeles, CA",67.0,26.0,0.0,0.0,0.0
Yelp,5.0,We have been here a few times (throughout the years) and Also ordered delivery . We are just a few minutes away. Always so tasty and made to perfection. The drunken noodles are a must try . Panang Curry is my favorite and of course we can never forget the spicy fried rice. the staff is always super friendly . You need to stop by! P.S : Don't forget to order their Thai Tea!!!,2021-07-28T18:22:25Z,,,,,,,,,"San Fernando, CA",497.0,26.0,0.0,0.0,0.0
Yelp,1.0,"We wanted so badly to like this place because it looked quaint (in the best way) and the menu looked amazing. However we tried THREE times to eat here and were turned away each time. We tried different weeks (within different months), different days of the week, and different times of day. Every single time we were told that they didn't have most of the menu available, so the most we could get was maybe one soup or a salad of some sort. We're tired of trying at this point and won't be making a fourth attempt.",2024-11-08T18:24:39Z,,,,,,,,,"San Fernando Valley, CA",109.0,,0.0,0.0,0.0
Yelp,5.0,"First time here with my daughter and this place is amazing. The food is fresh and very tasty so glad to have found this place, will definitely be coming back.",2023-11-26T22:37:47Z,,,,,,,,,"Magnolia Park, Burbank, CA",57.0,,0.0,0.0,1.0
Yelp,5.0,Super flavorful food. I was really impressed by the soup -- coconut one -- and the curries. Pad se ew was also delicious.,2025-07-14T19:43:18Z,,,,,,,,,"Los Angeles, CA",10.0,,0.0,0.0,0.0
Yelp,5.0,"I'm not a big Thai food person but this place has converted me. Their pad see ew and pad woo sen are scrumptious! Also liked their chicken satay. Prices are reasonable too. Only thing is, their AC is weak so it might be a little hot.",2023-08-03T03:38:11Z,,,,,,,,,"Los Angeles, CA",93.0,,2.0,0.0,1.0
Yelp,5.0,The best Thai food in the Valley. I drive about 5 miles and I bring all my friends and family here and they never disappoint.,2024-11-03T20:26:10Z,,,,,,,,,"Los Angeles, CA",10.0,,0.0,0.0,0.0
Yelp,5.0,First time eating here the food was amazing greatly recommended. The food was fresh and tasted amazing with all the right spices.,2025-06-21T00:41:09Z,,,,,,,,,"Mission Hills, Los Angeles, CA",1.0,,0.0,0.0,0.0
Yelp,5.0,Happy to see our favorite Thai place opened up their doors again but this time at a new place. Thank you Spice up Thai for cooking our favorite plates Looks like you have alot of regulars. That's nice to see.,2022-11-17T04:50:44Z,,,,,,,,,"San Fernando, CA",17.0,,0.0,0.0,0.0
Yelp,5.0,"The Tom Yum soup and yellow curry chicken are delicious. But the Tom Yum soup is one of the best I have had, it is rich in taste and has a slightly unique taste. A one of a kind, hole in the wall spot.",2024-12-28T03:57:29Z,,,,,,,,,"Los Angeles, CA",28.0,,0.0,0.0,0.0
Yelp,5.0,I ordered their Tom Yum Kai and requested that they make mine soup with no spice at all. I have stomach issues that cause me to not be able to eat spicy food anymore. They did exactly what I requested and it was perfect! Everywhere else I have ordered from I ask for no spice and it still spicy. I will definitely be ordering my soup from here from now on. Thank you!,2024-11-23T21:01:50Z,,,,,,,,,"Anaheim, CA",16.0,,0.0,0.0,0.0
Yelp,4.0,Very affordable and everything taste amazing!! Thank you for such authentic food! I give a minus star because they take forever to make your food so be prepared to wait whether its take out or in house.,2023-07-24T01:12:46Z,,,,,,,,,"Los Angeles, CA",130.0,,0.0,0.0,1.0
Yelp,5.0,The basil pork noodles and Thai tea! Love coming here even after they moved away from Granada Hills. Very underrated.,2024-08-14T03:34:00Z,,,,,,,,,"Sylmar, CA",3.0,,0.0,0.0,0.0
Yelp,5.0,"I was looking for a new thai spot to try for lunch and I ran across this place. Really enjoyed the beef pad see ew! Big portion. And the broccoli wasn't over cooked. Chili sauce on the side added the perfect amount of spice. Thai tea was also delicious. If you like sweet, you'll love it. Total meal came out to be around $15. Service was good and fast. They have a bunch of lunch specials too, which I'll likely try next time I stop by.",2022-01-27T03:17:50Z,,,,,,,,,"Inglewood, CA",697.0,26.0,1.0,0.0,0.0
Yelp,2.0,"This restaurant was not that great. I ordered pad thai, it was blah, it was not that great. The only thing I liked before I ate there, is it was close to my house. Would not order from them again. I didnt eat in restaurant my order was to go. Vics Thai Food in North Hollywood I would suggest",2024-10-26T22:50:51Z,,,,,,,,,"San Francisco, CA",2.0,,0.0,0.0,0.0
Yelp,5.0,Hands down the best Tom yum and fried rice you will possibly find. Service is always exceptional as well. Highly recommend if you've never tried the place.,2024-09-22T22:30:14Z,,,,,,,,,"Poipu, Koloa, HI",3.0,,0.0,0.0,0.0
Yelp,5.0,"Legit Thai place with one of the best beef fried rice. We ordered the pad sew with shrimp, basil chicken, egg rolls, chicken curry, and beef fried rice. The kitchen accidentally made broccoli chicken first and they brought it out as well. Everything was well flavored and perfectly cooked. Friendly service, we were the only ones dining in but as we enjoyed our meal a lot of people came in for pick up and they were consistently delivering food. Thai level spicy so make note. Real kick you in the face spicy. Parking is in a small shared lot and can be tough.",2020-01-26T21:41:00Z,,,,,,,,,"North Hills, CA",898.0,26.0,0.0,0.0,1.0
Yelp,4.0,"Great flavors! We ordered the Tom Kha Kai, Masaman and the Prik King. Every dish had a wonderful strong flavor! Perfect amount of spice as requested. But the amount of protein added was not up to par with the price point. Because of that it loses a star.",2023-02-28T14:47:08Z,,,,,,,,,"San Fernando Valley, CA",111.0,26.0,1.0,0.0,1.0
Yelp,5.0,"I thought of trying this place for lunch and wasn't disappointed. The young gentleman that works there was the most patient server I ever had. I stared at the menu for a very long time and couldn't decide what to order so he made some suggestions. I wasn't super hungry but hungry enough to eat small portion so I decided to try their orange chicken. Oh my goodness! It was one of the best tasting orange chicken I ever had! Crunchy on the outside and very moist on the inside. The salad was great too and dumplings tasted really good as well. I had my food prepared for to go since I knew I couldn't finish and ate the rest for dinner. Great customer service, great food and great price. Nicky was the one who waited on me and was so friendly and super patient with me. I can't wait wait to try other items on their menu. Also, I got Thai ice tea which was really good too and not watered down like other places that put too much ice in it. Highly recommend this place",2022-03-01T04:31:33Z,,,,,,,,,"Granada Hills, CA",295.0,26.0,0.0,0.0,0.0
Yelp,5.0,I have gotten dinner about a half dozen times. I really love the coconut soup with noodles. The staff is always friendly and food is always nice and hot!,2024-06-07T02:54:45Z,,,,,,,,,"San Fernando Valley, CA",98.0,,0.0,0.0,0.0
Yelp,5.0,BEST THAI FOOD! So happy to have them back! They used to be located on balboa and recently took over another Thai Restaurant. If you live in the area run don't walk to try this gem. The Pad see ew is amazing!! Another two of my favorites are the prik king and Panang curry.,2022-11-30T03:22:12Z,,,,,,,,,"Los Angeles, CA",14.0,,2.0,1.0,3.0
Yelp,5.0,"This has been my go-to Thai spot for YEARS! Such a hidden gem and we'll worth every penny. Their food is fresh and always with just enough heat. I get the pad see ew with beef and sometimes mix it up and get it with chicken (both options are EPIC!) Also, the owner got me addicted to Thai Tea which I had for thr first time at this place and is now a must have every single time I stop in. Definitely give this place a chance and spread the word, they deserve the love!",2024-04-01T22:20:31Z,,,,,,,,,"Los Angeles, CA",256.0,,0.0,0.0,0.0
Yelp,5.0,"The food is delectable! Great depth of flavor. We ordered two dishes and enjoyed both. The yellow chicken curry was creamy with a sweet but balanced coconut flavor. I asked for mild spice which was perfect (cannot handle too spicy). The shrimp pad woon was also a winner! The thin noodles were packed with so much flavor. It came with a scrambled egg, carrots, green onions, mushrooms, tomatoes, bean sprouts, bell peppers, celery, some cabbage bits and topped with cilantro. To sum it up, I will go back and definitely get these two dishes again. I think it may be my new favorite Thai spot. The only suggestion is if you are not a patient person, then call it in ahead of time to pick up. It took 30 mins to pick these items up for phone order. I had no issue with waiting but maybe for some people short on time- I suggest to plan ahead.",2023-02-27T03:58:19Z,,,,,,,,,"Northridge, Los Angeles, CA",34.0,,0.0,0.0,1.0
Yelp,5.0,"Wish I would have taken pictures . Sorry I was starving, had a long drive just got back from Culver City . Getting back home to the valley, I came across this amazing Thai restaurant. I ordered egg rolls as an appetizer and red curry with shrimp as my entrée. Let me tell you , it was all delicious and delightful . The flavor , the quality and the taste . Don't miss out on this jewel of a place . The staff is so polite and accommodating. The ambience is chill and calm. Will definitely be back . Thank you Spice Up Thai Eatery .",2025-02-22T04:46:53Z,,,,,,,,,"Los Angeles, CA",3.0,,0.0,0.0,0.0
Yelp,3.0,"We were craving for Thai food. The restaurant is located in a tiny plaza with a 711 store. The food portions were pretty generous. The spicy beef salad had the solid flavors of salty & ample acid. Nonetheless, the beef was a bit tough to chew. Hubby liked the pad see ew. The chicken pad thai was decent.",2021-08-27T18:18:56Z,,,,,,,,,"Los Angeles, CA",541.0,26.0,0.0,0.0,0.0
Yelp,5.0,"Some of the best Pad Thai, Drunken Noodles, and Panang Curry! Great staff and very reasonably priced.",2025-02-07T13:21:04Z,,,,,,,,,"Granada Hills, Los Angeles, CA",11.0,,0.0,0.0,0.0
Yelp,5.0,"Man this place is great , the curry is ridiculously delicious , I recommend you eat there but it still taste amazing when you do takeout ..... don't sleep on the pad Thai",2025-01-08T02:32:13Z,,,,,,,,,"San Fernando Valley, CA",2.0,,0.0,0.0,0.0
Yelp,5.0,"Best Thai food in the North Valley. Soups are fantastic. Regular is really spicy, so go easy.",2022-10-02T22:00:08Z,,,,,,,,,"Los Angeles, CA",69.0,,1.0,1.0,1.0
Yelp,5.0,"New location next to Papa John's. Glad they're back, this is the only Thai place we like in the Valley. Came in for a weekday lunch and got Panang Curry lunch special $11 comes with curry, soup, salad, rice and dumpling. You can never go wrong with Pad see ew. Different location, same great tasting food!",2022-12-08T04:04:48Z,,,,,,,,,"Los Angeles, CA",293.0,,0.0,0.0,0.0
Yelp,4.0,Excellent lunch special tofu yellow curry I even ordered food for later that night to take away,2022-12-03T22:09:36Z,,,,,,,,,"Palmdale, CA",270.0,,0.0,0.0,0.0
Yelp,5.0,It's a small place I walked in. There was a couple there waiting for food when I paid for my food. The lady at the desk it said oh pre-king is my favorite. I said it's mine too. I brought it home. It is so delicious. I asked a couple in that restaurant if they have been here before and they said we are returning customers it is so tasty here I believe it the curry I had today was delicious and the pad breaking was also very good. Thank you.,2024-12-09T02:01:16Z,,,,,,,,,"Santa Clarita, CA",13.0,,0.0,0.0,0.0
Yelp,5.0,"The best thai food restaurant in town. The owners are very welcoming. My family has been coming here for 7 years (even at their old location). My husband loves their coconut soup, and I enjoy the orange chicken and pad see-U. The restaurant is clean and my daughter loves coming here too!",2024-02-05T02:52:01Z,,,,,,,,,"Miami, FL",27.0,,0.0,0.0,0.0
Yelp,5.0,"My Wife and I found this little gem on doordash a few years ago and have been going once a month ever since. Hands down the best shrimp fried rice and tom yum noodle soup you will possibly find in the valley and quite possibly all of LA area. The tom yum and fried rice is soooooo flavorful, i've never had a bad visit. Their food is so consistent. The staff is also super friendly and attentive. Highly recommend if you're ever in the area.",2023-11-06T04:20:22Z,,,,,,,,,"Los Angeles, CA",13.0,,0.0,0.0,0.0
Yelp,5.0,This place has one of the best orange chicken you can find. It's crispy and delicious. No after taste. No over whelming sweetness. Just perfect. I also had drunken noodles. I enjoyed it great,2022-12-07T00:13:12Z,,,,,,,,,"Fountain Valley, CA",35.0,,0.0,0.0,0.0
Yelp,5.0,"I think they kept the last cook from when it was Thai Basil, because the food is amazing. Some of the best Thai food I've had in a long while. FYI- their Medium spice level is slightly on the spicier side of med. same fr when it was Thai Basil. Unless you prefer your food to be on the spicier side, I'd rec you order one dish med and one dish mild or no spice. Ex. Med- eggplant entree + no spice - pad see ew. It will help balance out your palate Ordered the following and it was perfect for 2 plus leftover for the next day. 1) med spicy- Eggplant w chicken 2) no spicy- pad see ew w beef 3) med spice - spicy beef salad (next time I'd get mild spice, the heat was strong because it's salad) 4) mild - garlic green beans w chicken 5) small rice Total: $44 This place will be my go to Thai in the valley!! Be got some back ups, but this place is legit!",2020-05-18T19:48:00Z,,,,,,,,,"Las Vegas, NV",39.0,26.0,1.0,0.0,0.0
Yelp,4.0,Cool local spot around the corner from our place. Nice staff and super good deals and large portions. Will totally be back especially for the lunch special,2023-09-22T17:32:53Z,,,,,,,,,"Los Angeles, CA",65.0,,0.0,0.0,0.0
Yelp,5.0,The Tom Yum Shrimp is the best. Nicky the owner is very friendly and always provided the best service.,2024-11-03T20:30:56Z,,,,,,,,,"Los Angeles, CA",1.0,,0.0,0.0,0.0
Yelp,5.0,"Very small place, the sup was awesome, I definitely recommend. l really like the soup and the rice.",2023-01-14T04:24:56Z,,,,,,,,,"Granada Hills, Los Angeles, CA",8.0,,0.0,0.0,0.0
Yelp,5.0,"The food is so yummy, it was great trying out this new place by our house. Jayne (Jane?) was amazing she was so sweet and friendly when I came in to order, very accommodating and even brought me water while I waited. It's so refreshing to go somewhere to order & you're greeted so kindly with a very positive sweet attitude. Thank you Jayne!",2024-02-17T03:48:14Z,,,,,,,,,"Encino, Los Angeles, CA",13.0,,0.0,0.0,0.0
Yelp,5.0,"I was craving Chinese/Thai food. This restaurant was the closest. We got in, it was nothing fancy but let me tell you the food was really good. We got seafood soup we finished so fast I didn't take a picture. Chow mein was so good I liked the smokiness. Broccoli beef was regular. If you want good food, you don't care defensiveness of a restaurant this is a place to be.",2023-01-09T05:12:30Z,,,,,,,,,"San Fernando Valley, CA",5.0,,0.0,0.0,0.0
Yelp,3.0,"First time! Love the free delivery within 3 miles option, even though I came in this time. No one was in the restaurant so service was super fast. I ordered shrimp rad nah and the egg rolls. The egg rolls looked like lumpia. They're skinny and super deliciously crunchy. Veggie filled. There were like 8 mini egg rolls in the order. I love these, I could probably eat 2 orders. The rad nah had a really strong toasty flavor. Good but stronger than I'm used to. Adding shrimp was $5 extra on a $9 dish. Most other meat or tofu is a $2 charge. I think there were 5 shrimp in the whole dish. I don't know if that's work $14 dollars but the food was still good. Nice to have a fast Thai place down the street, l definitely be back.",2017-09-24T00:51:27Z,,,,,,,,,"Los Angeles, CA",407.0,26.0,5.0,2.0,4.0
Yelp,5.0,"Really good lunch specials... I tried the Mongolian beef, it had good flavor with a lot of fresh garlic which I loved.. next time I will be trying the beef basil... the place is nice and neat, the service is fast and the prices are great.. my lunch special included two small pot stickers, white rice, a delicious simple salad and the Mongolian beef for 12.00. I will definitely come back and try other items in the menu.",2024-02-14T21:12:46Z,,,,,,,,,"Palmdale, CA",70.0,,0.0,0.0,0.0
Yelp,5.0,Trying it for the second time today because the first time was delicious! What a little gem in the neighborhood. Will make it one of our top choices moving forward.,2023-08-19T23:08:03Z,,,,,,,,,"NORTH HILLS, CA",31.0,,0.0,0.0,0.0
Yelp,5.0,"5 stars for their $8 LUNCH SPECIAL! I got the SPICY BASIL. For $8 you get a hearty soup of mushrooms, chicken and lemongrass, main dish, rice (I got brown rice which was $.50 extra), egg roll, and salad. I ordered mine with mild spice and it was perfect. Portion was great in that it wasn't too filling and they gave enough vegetables and shrimp (shrimp was $2 extra but I had a coupon for $2 off). I ate it all feeling perfectly full minus the feeling of food coma. The Spicy basil sauce was nice and savory with a good balanced kick. Egg roll was nice and crispy without the oiliness. Salad was okay-I'd rather have romaine over iceberg lettuce though. It's located in a plaza so there's ample parking. Lunch special is from 12-3pm I believe.",2017-09-07T20:29:46Z,,,,,,,,,"Los Angeles, CA",310.0,26.0,4.0,2.0,6.0
Yelp,5.0,My friend Arthur keep taking me to this place and it is the best. He introduced me to me to the Tom yum shrimp soup and now I am addicted to it. The owner Nicky is very nice and provides excellent service.,2024-11-03T21:14:14Z,,,,,,,,,"Jefferson Park, Los Angeles, CA",1.0,,0.0,0.0,0.0
Yelp,4.0,Really good Thai restaurant situated in the corner of a commercial complex. The food was really good and the customer service was awesome! The actual restaurant was somewhat clean. The food came out pretty quick and were served in decent/big sized portions. I really like their chicken pad sew ew and yellow Thai curry. A definite hole in the wall!,2019-08-14T10:09:55Z,,,,,,,,,"Woodland Hills, CA",515.0,26.0,2.0,0.0,1.0
Yelp,4.0,"This is like mom and pop restaurant. Everytime I go here, it has been the same guy who serves, which is nice, so you build that relationship to that restaurant itself. Located by the intersection at the small plaza. The restaurant was not very easy to spot, nearby the pizza place. Place is small but not too small. Food comes in a decent time. I had Crab fried rice which is my favorite, I always get this everytime I got here, the flavor is just perfect. I also had the drunken noodles. Interestingly, I am not into their pad thai. Service is good. I will keep coming back and would love to try more food on the menu but I am hooked with the crab fried rice =D",2020-03-23T01:05:24Z,,,,,,,,,"Burbank, CA",197.0,,0.0,0.0,0.0
Yelp,5.0,"Great authentic Thai flavors. Great service, affordable prices. My favorite dish is pad ka prow with extra basil. Must try. Sorry, it looked so good, I didn't take a picture of it.",2021-10-08T02:48:26Z,,,,,,,,,"Los Angeles, CA",57.0,,1.0,0.0,1.0
Yelp,5.0,"Great Thai food, super service Nice that it's a local hole in the wall mom and pop restaurant. Supporting small business",2021-03-17T20:50:23Z,,,,,,,,,"Los Angeles, CA",24.0,,0.0,0.0,0.0
Yelp,4.0,"Food was flavorful and tasty. We had the Combo fried rice, noodles & garlic chicken. We will be back!",2023-06-29T01:24:53Z,,,,,,,,,"Lomita, CA",26.0,,0.0,0.0,0.0
Yelp,3.0,Tom yum soup was too sweet. Chicken skewers were very dry and meat was tough. Fried rice was nice. I wanted to try a different place but i dont think j will be a repeat customer. I know for the $$ there are better options out there. Nice staff poor food.,2021-08-30T21:36:59Z,,,,,,,,,"Porter Ranch, CA",12.0,,1.0,0.0,0.0
Yelp,5.0,"grrrrreat food! get the combination fried rice, its the bomb cant recommend enough do it do it do it",2024-08-02T08:04:53Z,,,,,,,,,"San Fernando Valley, CA",76.0,,0.0,0.0,0.0
Yelp,2.0,3 stars at best. We ordered delivery a few weeks back and I wasn't thrilled with our food The Pad Thai was clumped together and the flavors were off as well Food was not hot when it was delivered but it was on time Not sure if I recommend going here or not,2022-02-08T01:28:56Z,,,,,,,,,"Porter Ranch, Los Angeles, CA",176.0,,0.0,0.0,0.0
Yelp,5.0,"This is a very good Thai restaurant. We ordered orange chicken, chicken pad see ew, Mongolian beef and cheese wontons. Not greasy or oily. Really good chicken and beef. If looking for a better Thai/Chinese place in the valley this is it. Highly recommended.",2023-02-15T15:56:28Z,,,,,,,,,"Los Angeles, CA",36.0,,0.0,0.0,1.0
Yelp,5.0,"Food was on point. Delicious fried tofu red curry, orange chicken was so crunchy and delicious . Squid salad amazing!!! Definitely coming back!!!!",2023-04-02T02:57:53Z,,,,,,,,,"Northridge, Los Angeles, CA",58.0,,0.0,0.0,0.0
Yelp,5.0,Small hole in the wall Thai Food in a sketch shopping center! My kind of place!!! My wife and I had their egg fried rice and it was simple and delicious. Next was their pad thai. noodles are skinnier than the typical flat pad thai noodles but it made no difference - this dish was also very tasty! one of the better pad thai that we've had. We will be back!,2021-03-29T18:08:32Z,,,,,,,,,"San Fernando Valley, CA",56.0,,1.0,0.0,0.0
Yelp,5.0,Delicious food! I will be ordering from here again. Fast service. I highly recommend you give this place a try. I'm new to trying Thai food and this place was awesome.,2023-04-13T18:58:33Z,,,,,,,,,"Valley Glen, CA",20.0,,0.0,0.0,0.0
Yelp,5.0,"I just came here for my first time ! Ahhhh I can't describe how good it was, it was authentic and they serve so much ! I recommend it to anyone in the valley, I got there shrimp fried rice with only egg and onion. The food and the service was awesome. The guy cashiering was really nice and so was the lady who came out to give me my sauce and food. Thank you for the experience and the food. I will be coming back. Worth it. PS they put foil to keep it hot ! Genius",2020-06-14T21:53:20Z,,,,,,,,,"San Francisco, CA",3.0,,0.0,0.0,0.0
Yelp,5.0,Delicious Thai food and good service. Family owned restaurant with a home cooked feel. Never disappointed,2024-02-10T04:45:56Z,,,,,,,,,"Tarzana, Los Angeles, CA",52.0,,0.0,0.0,0.0
Yelp,5.0,"Everything we ordered was delicious and we were very impressed with the quality and presentation of the food. They have some really skilled chefs in the kitchen! The only thing that I didn't love was the Thai iced tea - it is very sweet but otherwise what you'd expect. Very generous sized cup, which was a nice surprise. Our server was very patient and kind. Not super attentive but definitely a nice guy and ready to help. Easily the best Thai restaurant I have been to in the valley and would happily go back.",2022-05-12T02:16:19Z,,,,,,,,,"Pasadena, CA",5.0,,0.0,0.0,0.0
Yelp,5.0,"Friendly, service, great food you have to come here.. If you don't like thanks Sweet asked for the food without sugar. They are very, accommodating to vegetarians and vegans. Had mixed vegetables and the Coconut lemongrass soup soup absolutely amazing! My friend had the shrimp glass noodle salad she loved it and she also had crab Rangoon said those were out of this world!",2017-02-15T03:30:38Z,,,,,,,,,"St. Petersburg, FL",674.0,26.0,0.0,0.0,1.0
Yelp,3.0,"It was A-Ok. I kept trying to grab the taste of Thai spices and it was just not kicking for me. Spices needed to be elevated more. I ordered the sweet and sour pork and shrimp pad thai noodles. The meat was not the best -- small chunks of meat that were chewy and no real flavor (more sour than sweet -- not even balance). The Pad Thai Noodles taste the same and I kept adding sweet and sour sauce and another sauce but it wasn't working. The wontons were hard, dry and tasteless. The salad was the best -- very fresh and I loved the dressing. I just felt like I wasted calories. I waited a cool 35 mins for my food but the ambience was nice, relaxing and it is a cool spot. I'll give them benefit of the doubt based on their four stars that maybe it was just a rough night in the kitchen or I should have tried one of the signature dishes. I'll give them another try in the future. Happy Yelping #SYOY",2018-10-01T20:32:06Z,,,,,,,,,"Granada Hills, Los Angeles, CA",370.0,26.0,1.0,1.0,1.0
Yelp,3.0,"I really wanted to like this place but it's a solid Meh, from me. Not horrible but not great either. I ordered from Door Dash and had a few issues with the food. I ordered Cashew Nut Chicken, Tofu Pad See Ew, Vegetable Pad Thai and a side of brown rice. I usually prefer Beef Pad See Ew but for some weird reason, you can't order beef on any of the dishes when ordered through Door Dash. The Pros: -The serving sizes compared to the price is an absolute steal. You get huge portions for cheap. -The food arrived quickly and hot. -It was packaged great and didn't spill or make a mess. -The Cashew Nut Chicken was good and the only thing I have a complaint about is it was not at all spicy even though that's what I asked for. The Cons: -My Pad Thai didn't come with Pad Thai Noodles. Usually the noodles are flat rice noodles and what I got was skinny, round rice noodles similar to Spaghetti noodles. The tasted the same but it was odd. -The Pad Thai was a dark brown and was even darker than my Pad See Ew. Pad Thai is supposed to be a light brown or light orange shade. This makes me think they probably use the same pan for all of the noodle dishes and don't clean it in between. It didn't taste burnt but didn't taste like fresh Pad Thai and look really unappealing. -The Pad See Ew was good but doesn't have the most flavor, it was a little bland. Overall though I did prefer it over the Pad Thai. I hate leaving bad reviews and if you check my history you'll see that I literally never do but I don't think I would order from here again. It doesn't seem like it's the freshest. I usually spend $50-$70 on this exact order for half the portion size at my other Thai spots; But I would honestly rather spend more for less if it's fresher than getting this huge portion. Quality over quantity in my opinion.",2020-06-05T20:49:04Z,,,,,,,,,"Los Angeles, CA",37.0,,3.0,2.0,0.0
